Longitude,Latitude,Housing Median Age,Total Rooms,Total Bedrooms,Population,Households,Median Income,Median House Value,Ocean Proximity
-71.0653,42.305,18,29894,10038,12540,2072,6.9406,278697.98,ISLAND
-70.9117,42.3284,41,17943,5458,31619,4653,3.6621,197604.64,ISLAND
-70.9369,42.3286,20,5476,2493,27116,7553,2.2533,180081.42,RIVER
-70.8191,42.3111,51,29429,12813,10130,967,9.5507,283835.23,ISLAND
-70.9151,42.2533,30,10854,3899,10234,843,8.7961,30840.5,ISLAND
-71.1627,42.2846,42,23047,10142,28997,9969,8.5361,458182.58,RIVER
-70.815,42.2974,3,5710,2373,11141,3126,3.9802,494599.36,INLAND
-70.9755,42.3642,52,38623,18715,21226,10161,10.3587,338789.76,ISLAND
-71.1645,42.303,45,18054,8147,35606,14479,14.2099,335024.18,ISLAND
-71.0338,42.3716,5,24591,11940,6428,1750,8.0238,360866.68,NEAR BAY
-70.9268,42.2848,10,4299,1511,62,6,11.4405,479609.32,RIVER
-70.9608,42.3487,23,22908,9874,29085,4373,13.4649,302585.71,NEAR BAY
-70.9174,42.3862,30,3666,1566,11780,4058,14.27,184595.78,NEAR OCEAN
-70.8122,42.3166,26,5485,2212,18939,8948,3.4571,150014.0,NEAR OCEAN
-70.8882,42.3569,12,3777,1211,24414,5119,11.9935,369894.48,NEAR BAY
-70.9823,42.2595,44,33674,16436,2070,164,6.116,110401.34,NEAR BAY
-71.0762,42.2531,41,14413,5416,34171,16205,9.63,473683.19,NEAR OCEAN
-71.1861,42.2722,7,9168,3686,27402,11428,12.2233,369670.49,ISLAND
-70.9054,42.2904,36,34570,13849,6564,2632,4.5482,147519.05,RIVER
-70.8959,42.2377,7,38998,17953,26115,10406,6.2576,391099.08,INLAND
-70.9167,42.3667,4,12505,3993,8926,1140,13.7719,149975.82,RIVER
-71.0628,42.2325,10,32042,15379,30422,11341,10.6057,116680.0,RIVER
-70.8249,42.3047,41,17563,7941,25488,11247,2.6772,122445.91,NEAR OCEAN
-70.9951,42.3644,11,1231,423,5169,364,10.8917,110015.63,RIVER
-70.8305,42.2413,33,15913,5587,24170,5663,6.9727,129560.8,NEAR BAY
-71.1402,42.2824,49,5671,1953,27240,6667,2.8086,342737.87,NEAR BAY
-70.8581,42.3597,9,37331,18167,17447,158,1.8319,70805.18,NEAR OCEAN
-70.9977,42.3406,9,39309,18250,29205,606,1.4978,204142.99,RIVER
-71.0138,42.2527,40,7140,3041,8684,4221,7.228,68862.54,ISLAND
-70.872,42.2613,46,24806,10834,22962,4412,1.6855,323795.56,NEAR BAY
-70.9853,42.3258,44,4803,2289,8523,1476,9.561,140162.2,INLAND
-70.9884,42.2624,1,32793,10625,34142,15162,12.303,450565.65,NEAR BAY
-71.0439,42.371,41,8878,3558,17814,3283,11.4216,286542.13,NEAR OCEAN
-71.1489,42.2374,12,26178,9655,18731,2535,12.33,388913.32,INLAND
-71.0875,42.2347,38,18258,7779,15443,6056,6.6416,248917.03,RIVER
-70.9601,42.3699,50,37312,12367,27841,7952,5.677,75166.88,NEAR OCEAN
-70.9258,42.3011,43,32693,13856,25291,5316,9.7319,352164.67,RIVER
-70.9309,42.3564,35,12160,5933,988,6,7.3276,68059.09,NEAR BAY
-70.9574,42.2726,16,3227,1557,18698,5492,11.8265,51784.72,RIVER
-71.0181,42.3106,45,17558,7958,5549,1191,7.0079,306532.21,NEAR OCEAN
-70.9293,42.3428,45,30525,11364,7406,294,13.556,217097.6,INLAND
-70.9772,42.2304,28,7701,2416,2624,740,11.416,38901.5,ISLAND
-70.8457,42.3616,12,37191,17442,25820,7012,4.724,366482.38,NEAR BAY
-70.8995,42.3155,10,20784,7877,16496,467,11.7113,39396.98,NEAR OCEAN
-71.0312,42.2739,5,12455,3823,35610,10792,11.8533,326430.48,RIVER
-70.8629,42.3712,4,34946,12048,5383,1866,10.6343,317815.28,RIVER
-71.0227,42.3531,11,22462,10988,33697,9665,14.5024,264351.15,RIVER
-71.0307,42.2727,2,5443,1991,17424,4885,13.6531,116385.56,ISLAND
-71.0149,42.3503,42,7368,2419,16749,5900,12.806,20587.8,NEAR OCEAN
-70.8233,42.2357,43,15835,7724,3370,1486,14.1558,100481.11,ISLAND
-71.0384,42.2848,51,23540,10344,6133,819,5.5676,273768.23,NEAR OCEAN
-70.9905,42.2575,15,2593,1092,13251,271,9.6272,409017.26,NEAR OCEAN
-70.8318,42.2545,11,35020,11611,28928,7721,11.047,37213.31,NEAR BAY
-70.9409,42.319,48,34906,12596,24431,5429,11.0103,410880.14,NEAR BAY
-71.1258,42.2808,12,21704,10177,10228,1891,2.5516,181022.84,ISLAND
-70.8938,42.3816,23,7555,3318,18466,1509,12.0276,72958.57,NEAR OCEAN
-70.9485,42.2527,16,34199,10489,13845,5885,12.755,302358.87,INLAND
-70.9326,42.2694,40,21957,9426,18331,6953,12.9251,286689.36,INLAND
-70.9477,42.2867,1,7117,2773,22622,1557,14.8116,126295.65,INLAND
-71.0801,42.2781,26,12459,4612,22972,317,13.7734,487359.67,NEAR BAY
-71.1356,42.3695,24,27616,9493,6839,757,10.2525,491165.34,ISLAND
-70.991,42.3757,25,19130,7878,21636,6350,11.7125,167976.01,RIVER
-71.1254,42.2454,32,10521,4897,18724,9175,10.6269,81770.38,NEAR BAY
-70.9652,42.2651,2,17035,5435,12370,5714,0.6535,173532.34,ISLAND
-70.8931,42.2943,30,15202,7205,32309,9146,7.6292,441917.14,RIVER
-71.0878,42.38,32,20461,9458,21024,5706,14.5307,87795.19,RIVER
-70.9473,42.3323,6,18853,5692,1003,314,8.7763,352578.84,RIVER
-71.0807,42.2776,43,8572,4234,26527,12447,3.3343,98169.36,ISLAND
-71.029,42.2585,21,33056,14578,34385,5642,13.506,347313.96,RIVER
-70.9954,42.3389,23,14686,6918,8119,2664,11.619,184087.29,INLAND
-70.8591,42.2288,37,14971,4765,29902,7482,0.6877,107576.45,RIVER
-71.1615,42.2624,36,28408,10796,20665,5777,11.9766,111903.82,ISLAND
-70.8271,42.3582,26,17873,5669,4915,1201,6.191,151209.78,NEAR OCEAN
-71.1436,42.252,40,21341,10271,21185,7014,9.7893,113723.03,NEAR OCEAN
-70.997,42.2815,47,13375,5628,20704,8660,10.8452,283600.38,RIVER
-71.0597,42.3648,49,2241,1079,30267,2232,6.8104,219441.68,INLAND
-71.0484,42.392,21,16708,6868,19317,4011,10.7476,271177.96,INLAND
-71.03,42.3768,28,27100,11262,8285,1872,5.524,290256.99,INLAND
-71.107,42.2654,31,7767,2797,17072,439,1.972,332134.24,NEAR BAY
-71.0898,42.2801,46,7050,3206,26891,11866,0.5059,233208.28,INLAND
-70.8176,42.3033,50,341,121,5684,1817,10.5008,380479.4,NEAR OCEAN
-70.9193,42.3684,31,25163,8483,18748,6469,10.3002,357145.83,ISLAND
-70.9738,42.3153,48,3276,1388,16670,1183,3.8135,56799.69,RIVER
-71.1338,42.2712,35,32319,10723,18276,6686,1.9429,458340.31,RIVER
-70.8977,42.3219,24,34391,15564,11143,3029,11.0515,452318.67,NEAR OCEAN
-71.1532,42.2426,36,15717,7589,34395,5316,11.5234,215337.26,ISLAND
-71.0924,42.284,12,24617,9721,13379,3485,8.643,268611.33,NEAR BAY
-71.1193,42.3839,22,20159,8188,31512,4507,1.0828,329363.76,NEAR BAY
-70.9019,42.2488,22,37977,15563,19383,1032,10.1116,345951.74,INLAND
-70.9873,42.3116,26,34234,15228,17309,7387,1.8786,152875.49,ISLAND
-70.864,42.3519,51,631,190,23041,9101,13.3021,448573.17,NEAR OCEAN
-71.1169,42.2896,19,24006,11407,13323,951,11.96,421272.62,ISLAND
-70.8916,42.3517,23,37532,15645,26500,9647,5.3815,61968.26,INLAND
-70.9653,42.2654,15,5005,2259,4409,2198,7.3887,260510.49,INLAND
-70.9863,42.3262,39,37211,17816,25881,7242,7.978,409380.56,NEAR OCEAN
-71.1304,42.3906,4,13175,5888,33385,2104,3.1538,144492.72,INLAND
-70.9655,42.3303,41,17342,8594,5001,821,9.2999,422582.51,ISLAND
-70.8688,42.3064,46,9819,4687,24280,6258,9.865,32804.24,NEAR BAY
-71.1744,42.2533,5,26060,12085,20751,6561,7.6293,457552.7,NEAR OCEAN
-71.1309,42.2343,8,4150,1959,34364,15018,1.9651,300760.71,INLAND
-71.1848,42.2613,35,24844,10073,17568,6565,7.6156,179143.99,NEAR BAY
-71.1186,42.293,48,10569,3733,31299,6542,5.8022,337697.15,INLAND
-70.9079,42.3393,3,17549,6049,21863,4877,2.7814,494593.6,ISLAND
-70.9887,42.3826,17,27029,12730,11674,1883,4.166,73843.98,NEAR OCEAN
-70.8788,42.2489,3,31263,13790,27789,9234,6.707,23368.53,INLAND
-70.9618,42.249,40,30334,11826,32894,12392,10.8773,281553.86,RIVER
-71.062,42.3307,23,4676,2037,3892,905,1.1292,377080.32,RIVER
-70.9158,42.3356,18,25589,11599,18022,1912,9.6231,453553.75,NEAR BAY
-71.0182,42.3599,3,28187,13128,4084,375,4.6971,171004.4,NEAR BAY
-71.0527,42.2514,40,31792,9784,14312,2683,14.6345,290087.47,NEAR OCEAN
-70.8317,42.2843,46,22636,7244,17194,7993,5.6284,498186.59,ISLAND
-71.0984,42.3506,1,24368,11191,21430,7170,1.534,261511.4,INLAND
-70.9696,42.3198,19,38059,12502,27487,6085,7.1784,361031.69,INLAND
-71.0194,42.3919,43,26373,8868,6206,2314,10.7038,199536.38,NEAR BAY
-71.0182,42.233,16,34828,14221,5713,27,2.8344,121432.13,INLAND
-70.9753,42.3752,5,23632,11087,31485,5988,3.2529,448409.39,NEAR OCEAN
-71.0561,42.3091,10,12264,4317,20879,758,8.5658,360902.1,ISLAND
-70.8308,42.3608,48,32678,11056,86,13,1.7313,96911.61,RIVER
-71.0967,42.2618,17,38793,18348,26269,3632,7.7258,197802.69,RIVER
-70.9073,42.2912,47,1259,609,5724,2385,1.8758,419352.43,INLAND
-70.8665,42.3725,3,32173,15009,12517,5195,5.0749,137380.61,RIVER
-70.858,42.2924,34,32039,14112,8665,4285,8.7053,209707.48,NEAR OCEAN
-71.1883,42.2341,5,12107,5341,3688,1496,5.9772,457872.17,INLAND
-71.1399,42.3155,26,23579,8767,5925,350,13.3252,475101.25,ISLAND
-70.8173,42.2297,14,4115,1987,28311,8815,6.0166,20553.17,NEAR OCEAN
-71.1373,42.3317,45,6441,2761,18445,7427,0.6271,446091.27,RIVER
-70.9052,42.2848,25,32464,14492,15970,742,3.6593,87301.43,RIVER
-70.9632,42.3629,8,12617,4954,3202,1388,0.7036,421623.33,NEAR OCEAN
-70.9366,42.283,52,28343,13026,33038,14793,13.7584,315354.47,NEAR OCEAN
-70.8761,42.3753,13,34952,16905,1206,388,10.5094,321677.5,RIVER
-71.1244,42.2698,29,27810,11559,2690,1001,2.7518,466673.3,NEAR OCEAN
-70.9798,42.3859,6,32995,13071,11980,1331,5.8706,144806.43,ISLAND
-70.8147,42.2948,42,27703,11049,5166,1820,13.337,276143.36,RIVER
-70.817,42.3951,6,3378,1176,11136,1223,5.525,194056.64,NEAR BAY
-70.887,42.3238,49,4069,1684,35307,14120,14.178,305259.0,RIVER
-70.9864,42.3961,6,23719,11680,25856,435,1.558,210159.48,NEAR OCEAN
-71.163,42.2458,33,24318,10261,18534,3731,11.7183,16683.47,NEAR OCEAN
-70.816,42.3462,30,6519,3165,11197,3140,4.6007,332912.63,RIVER
-70.9639,42.3223,33,37736,18056,28813,13438,7.082,336067.52,NEAR BAY
-70.9008,42.2356,51,13275,6445,21546,1961,14.5211,416393.38,RIVER
-71.1156,42.3222,15,1005,383,28506,8205,3.3413,446982.44,NEAR OCEAN
-70.9532,42.3286,40,11130,3456,12565,2084,0.7134,42730.64,ISLAND
-70.8623,42.2368,41,30896,15097,15479,1599,8.4573,372449.46,NEAR OCEAN
-70.9504,42.3098,15,33508,11010,17052,5169,10.0044,65389.5,NEAR OCEAN
-70.8494,42.243,26,17563,6249,31406,219,8.3112,16178.13,INLAND
-70.8717,42.3065,2,17718,8763,6623,2832,9.5742,119155.84,NEAR BAY
-71.0414,42.3614,1,38548,16312,31036,5640,0.5952,310379.69,NEAR OCEAN
-70.9556,42.2834,51,33601,11736,20803,561,9.5052,249777.79,RIVER
-71.0449,42.2541,26,7939,3244,19321,8791,12.3413,75893.76,INLAND
-71.0128,42.2763,49,36617,14264,29488,5369,1.7402,449997.44,NEAR OCEAN
-71.0506,42.2631,26,26982,12315,3596,141,9.3147,207582.23,ISLAND
-71.1827,42.2654,17,14253,4925,19504,5109,8.815,480787.99,NEAR OCEAN
-70.9374,42.2581,49,34145,15800,3785,1259,2.9605,86147.63,NEAR BAY
-70.9605,42.317,19,14933,7182,27822,3833,13.0667,161455.66,RIVER
-70.8551,42.3578,52,5549,2068,12437,2013,5.2561,433114.75,NEAR OCEAN
-71.1586,42.2563,37,15387,5156,5400,2424,5.7094,178486.44,INLAND
-70.8456,42.2857,3,20693,9439,31528,13624,2.454,410004.94,NEAR BAY
-70.8571,42.2587,27,11189,4515,30496,14208,6.0916,352619.2,NEAR OCEAN
-70.8316,42.3688,22,21106,9186,30453,10076,11.5042,272989.44,ISLAND
-70.9622,42.2652,16,8301,3475,24019,273,4.2263,222872.89,ISLAND
-71.1826,42.293,46,34310,15362,33702,15047,13.2589,89916.61,ISLAND
-70.9476,42.3541,3,11715,4865,24647,11329,2.5954,404006.23,INLAND
-70.8469,42.235,43,11601,5177,26470,8841,6.0508,413584.62,ISLAND
-70.8941,42.348,17,38080,18176,34887,7571,7.74,33204.48,INLAND
-71.1305,42.2488,5,11430,5579,9372,259,8.995,482445.81,INLAND
-71.1415,42.3025,28,38392,16557,17790,5308,14.7096,50378.08,RIVER
-70.9863,42.268,1,13177,5451,31627,654,13.1285,261995.79,ISLAND
-71.0801,42.2393,19,17446,7519,13712,4914,10.5219,199820.8,NEAR BAY
-70.8092,42.3383,12,13376,5389,13601,574,11.8722,442811.22,NEAR BAY
-70.9056,42.3344,24,13069,4637,199,63,0.6952,27002.98,NEAR OCEAN
-70.8398,42.3739,15,30991,12693,12792,614,2.1269,261545.12,INLAND
-70.9392,42.3727,52,17568,7536,8284,3990,2.5929,80440.85,ISLAND
-70.9793,42.331,17,24235,8897,28350,7513,14.4597,404482.58,INLAND
-70.8833,42.2962,9,26264,10851,12403,3621,8.7207,427157.42,NEAR OCEAN
-71.0461,42.2941,29,5077,2424,23731,11842,5.2227,273214.57,NEAR OCEAN
-70.9176,42.2397,27,5470,2633,4148,1221,11.2168,454874.13,NEAR OCEAN
-70.9208,42.2722,41,15846,7213,15398,796,3.4701,344835.03,NEAR OCEAN
-70.8248,42.2403,6,12600,4908,29204,12107,2.2543,156180.64,ISLAND
-71.1189,42.2958,33,32696,14712,6620,2981,4.6211,75116.91,INLAND
-70.9042,42.271,47,11006,4353,19105,8439,10.2662,45991.4,NEAR OCEAN
-71.0572,42.2979,19,18047,5626,12321,1471,12.8259,473631.66,RIVER
-70.844,42.365,3,23454,7942,28694,12580,6.2809,335393.36,NEAR BAY
-70.9947,42.324,21,8068,3284,20232,4217,11.5165,24103.81,NEAR OCEAN
-71.183,42.3684,25,23989,10038,34486,11648,4.5952,280988.53,RIVER
-71.0664,42.3896,42,32208,9737,11164,3906,3.0503,188989.15,RIVER
-71.0333,42.2308,52,10465,3616,1004,472,13.2773,292700.95,NEAR BAY
-71.1727,42.3571,18,33243,11536,19873,9857,12.5523,361305.55,INLAND
-71.0258,42.3551,18,6660,3318,18024,4456,12.0016,255564.71,INLAND
-71.0055,42.3017,9,23933,9806,22442,3677,8.2784,315588.84,NEAR OCEAN
-70.9991,42.3766,46,37588,15983,31424,1333,5.4411,479745.65,RIVER
-70.9702,42.3641,31,26543,9853,31386,9961,2.2386,332240.2,ISLAND
-70.9827,42.3676,22,4673,2242,22279,297,12.5804,245198.97,NEAR BAY
-70.8253,42.3326,1,8938,3196,26933,4177,1.3494,385794.68,INLAND
-70.8193,42.3693,7,28902,10572,15139,500,9.1148,417082.76,NEAR OCEAN
-70.9648,42.3928,26,13620,4604,35315,16342,8.3772,297480.48,RIVER
-71.1481,42.3151,41,29588,10101,11909,2501,5.1032,400237.7,NEAR OCEAN
-70.8381,42.2952,10,22951,7544,17580,8532,6.5353,456180.54,NEAR BAY
-71.0791,42.2986,5,30716,13788,34648,5780,9.6264,485360.99,NEAR OCEAN
-70.9854,42.2399,24,18500,8961,24807,4898,5.1618,105969.94,NEAR OCEAN
-70.8761,42.3506,22,9268,3341,1012,73,12.5535,393293.92,ISLAND
-71.1179,42.3752,51,21244,6779,26096,11284,7.888,160843.72,NEAR BAY
-71.1459,42.3224,16,18498,6722,26631,7543,5.4636,349464.38,INLAND
-70.8199,42.3942,46,25924,8972,25415,4088,13.2961,100951.87,NEAR OCEAN
-70.9901,42.3469,7,38485,13098,25456,5727,4.5782,232253.45,RIVER
-71.0783,42.3953,17,21390,10257,3244,1071,8.3066,288072.86,ISLAND
-71.1243,42.2295,5,18030,6341,24636,11378,0.7459,404061.03,NEAR BAY
-71.1796,42.2378,43,22415,7972,19685,3055,5.9881,325830.1,NEAR OCEAN
-71.0651,42.3215,8,23781,8608,29038,6494,7.8399,396465.8,ISLAND
-70.8581,42.231,42,36548,14472,11079,3381,10.2093,406132.06,NEAR BAY
-71.0317,42.2613,33,9553,4175,18813,8480,10.9264,478487.29,NEAR BAY
-71.0424,42.3916,23,11989,5554,34726,11972,3.2007,62164.19,INLAND
-70.8552,42.2763,21,5502,2509,2097,261,0.8419,410599.7,ISLAND
-71.1466,42.3763,5,15872,6736,22872,2937,9.2176,474237.59,INLAND
-70.9364,42.3068,4,18598,5808,388,21,0.5637,228550.79,NEAR BAY
-70.9394,42.3818,40,29807,10820,13738,5500,8.2905,324073.39,INLAND
-71.1029,42.2529,48,5061,1981,15120,4373,7.9164,126096.25,NEAR OCEAN
-70.9515,42.3229,38,34535,14368,7577,1121,13.373,16696.19,NEAR BAY
-71.1816,42.3641,42,20304,8909,33391,13146,8.106,192294.47,ISLAND
-71.0181,42.3095,25,30359,11858,34856,5495,4.4553,94291.85,ISLAND
-71.0709,42.3849,28,38922,12057,19888,9162,1.4403,48558.89,RIVER
-71.1354,42.3433,35,1400,494,32758,3047,9.7721,297345.79,RIVER
-71.0531,42.3407,20,32969,13122,25900,4706,3.0486,311874.25,NEAR BAY
-70.996,42.299,35,2277,1085,34096,4834,9.8363,305852.87,RIVER
-70.9839,42.2453,44,33413,16199,22890,3444,14.5865,130504.77,INLAND
-70.99,42.3094,47,24910,10704,21196,6520,10.2298,168911.22,ISLAND
-71.1513,42.3781,25,22335,9344,11981,48,6.0424,359954.59,RIVER
-71.0548,42.2505,23,33881,15638,16520,3779,8.6495,375689.55,RIVER
-70.8945,42.2598,45,8192,3166,2101,1019,6.4689,171697.98,RIVER
-71.1103,42.2399,26,7990,3173,13366,6531,0.7459,108775.77,ISLAND
-70.9614,42.3837,9,38602,16171,22374,1782,9.6433,197742.48,NEAR BAY
-70.8245,42.2735,32,18539,8785,35658,12319,8.222,137622.11,RIVER
-71.139,42.3421,16,20630,7243,25012,4607,3.9558,263747.83,ISLAND
-70.9473,42.3946,34,20118,8987,29352,1428,13.3096,24587.42,NEAR BAY
-70.9544,42.2418,44,38946,12116,7083,2361,12.3488,78539.83,INLAND
-71.1221,42.3828,13,19406,8242,26777,11404,7.7685,485362.14,RIVER
-71.086,42.3379,51,13498,5835,26852,8244,12.3797,361060.96,NEAR OCEAN
-71.0625,42.3711,45,24962,9079,15750,717,1.486,258470.6,NEAR BAY
-71.0391,42.3308,17,21136,9359,14125,2595,7.5508,106233.54,INLAND
-70.9254,42.2727,1,7884,3786,12369,4830,7.3034,382180.75,NEAR BAY
-71.0648,42.3903,40,20837,8115,29072,604,14.8832,157405.46,NEAR OCEAN
-70.9752,42.3461,17,5587,1850,20474,4535,1.3351,354357.78,NEAR OCEAN
-71.0287,42.268,21,7177,2316,20139,3100,2.0594,23265.31,INLAND
-71.0021,42.3798,32,8384,2535,9494,3818,11.3961,89970.66,NEAR BAY
-71.0969,42.2629,42,27761,13084,5381,1170,12.0468,237793.96,NEAR BAY
-71.1338,42.3352,41,36515,15615,20416,9774,10.3848,252371.06,NEAR BAY
-70.8994,42.3207,36,16834,8258,18001,4679,13.0706,377199.23,ISLAND
-70.8742,42.3439,40,22730,8411,29333,8169,7.4919,261900.94,INLAND
-71.1109,42.3792,35,1219,430,3701,686,2.3423,357828.16,ISLAND
-71.0387,42.3102,45,12296,5605,9504,1993,10.985,336006.87,ISLAND
-70.9155,42.3455,9,33912,13585,5135,743,6.0549,294066.44,NEAR OCEAN
-71.0073,42.2814,17,39018,18117,21919,2874,10.8676,82795.24,NEAR BAY
-71.0266,42.2858,24,22570,10116,10996,4384,3.7767,233433.98,RIVER
-70.9571,42.3159,46,15135,4618,11986,556,14.0297,109027.09,ISLAND
-70.8377,42.392,20,20448,7527,6856,1619,4.164,474245.68,INLAND
-70.9479,42.2798,46,23474,10241,19684,1733,0.5276,205294.87,RIVER
-71.0888,42.3158,42,4645,1511,9854,2534,2.5651,127229.67,NEAR BAY
-70.8208,42.2408,11,8707,3411,3226,68,12.3759,432858.15,INLAND
-71.145,42.3211,41,38565,13758,14252,5625,5.7617,200696.12,ISLAND
-70.9961,42.2967,28,28947,10164,21730,6103,7.5729,209791.0,ISLAND
-70.9407,42.3727,43,20650,8763,14899,3766,14.5556,124575.1,NEAR BAY
-70.824,42.2766,16,8173,3655,22973,10614,11.7923,77240.66,ISLAND
-71.1834,42.2687,14,11611,3698,21259,85,1.2452,313128.23,INLAND
-71.1603,42.2408,48,33992,16919,22095,5208,12.7711,200711.75,NEAR OCEAN
-71.1373,42.3641,17,38519,16489,34808,12871,14.4052,142812.23,RIVER
-70.9933,42.3226,47,31537,10921,9386,3294,7.7803,455793.89,NEAR OCEAN
-71.1664,42.2666,1,25846,11220,27973,7721,4.8054,182530.89,INLAND
-71.1428,42.3173,32,7218,2920,678,129,3.8438,475269.33,NEAR OCEAN
-70.928,42.3084,14,32090,10416,27700,6549,4.6292,69955.7,RIVER
-71.1599,42.375,28,24092,11852,34736,3070,10.9797,367175.4,NEAR BAY
-70.9019,42.2497,47,19088,9064,750,100,2.3097,237454.6,NEAR OCEAN
-70.8346,42.3965,20,23598,8266,16382,7939,13.8604,71806.24,NEAR BAY
-71.0875,42.2825,39,36033,11549,27489,10191,14.1061,111449.52,RIVER
-71.1542,42.2371,23,22095,10885,26957,10271,13.7711,20947.0,NEAR BAY
-71.0373,42.2834,23,5711,2435,334,83,13.5302,328335.4,INLAND
-70.948,42.3078,37,17382,7118,23754,3706,8.0596,468598.29,NEAR BAY
-71.0134,42.2688,42,20691,6892,4256,1578,8.3975,329022.13,INLAND
-71.0794,42.2498,46,4383,1731,34291,12556,9.9967,163759.42,NEAR OCEAN
-71.0097,42.2724,5,23849,10328,11561,1880,5.2788,81225.24,ISLAND
-71.1631,42.2858,16,23610,7490,28831,7283,4.2017,69497.6,NEAR BAY
-71.1828,42.3147,2,31136,10107,25481,3234,7.272,207061.78,NEAR OCEAN
-71.0316,42.3373,5,19257,7562,24987,7255,9.9389,213134.93,NEAR BAY
-71.0316,42.3394,2,12616,3868,29738,7447,14.5913,205153.52,NEAR OCEAN
-70.8672,42.2622,10,3085,1291,25854,10770,10.8274,310640.3,NEAR BAY
-70.8226,42.3716,18,36165,15515,15514,3604,14.8599,302025.6,INLAND
-70.8616,42.2703,48,15030,6489,14430,3130,9.8451,454883.68,NEAR OCEAN
-71.1806,42.2559,34,7513,2391,15790,5515,10.0279,270884.2,RIVER
-70.848,42.2738,15,11178,3648,12183,3719,5.0062,41408.51,INLAND
-70.8529,42.3551,21,7367,2860,23230,1113,2.9472,112154.99,NEAR OCEAN
-71.0974,42.3671,42,12068,3868,7579,3489,7.3801,269162.57,RIVER
-71.0737,42.3539,22,21944,9847,21474,5784,2.7004,424032.66,RIVER
-71.0996,42.3371,51,27939,11449,11543,1875,13.6093,66375.63,ISLAND
-71.0814,42.3868,31,23737,11294,13508,4982,8.1141,114984.39,NEAR OCEAN
-70.9068,42.3087,47,6584,3039,18319,7332,6.7349,41297.97,INLAND
-71.1041,42.382,29,28630,13906,18747,5612,12.0493,363701.07,INLAND
-71.1654,42.3305,41,12616,4290,16076,6179,12.967,307470.27,RIVER
-70.8221,42.3208,15,27155,11738,2229,491,7.6439,65249.61,INLAND
-71.0634,42.3451,15,31805,13353,784,207,11.8363,29967.74,INLAND
-70.8804,42.3339,19,21254,6443,34404,760,9.6508,63988.16,NEAR OCEAN
-70.8879,42.2611,25,14825,7049,15122,5279,1.4647,316459.32,NEAR OCEAN
-70.9258,42.3409,7,32389,13237,7931,1295,10.4337,269060.49,INLAND
-71.0191,42.2716,29,28462,11768,12999,5882,0.5196,220029.14,RIVER
-70.9842,42.2821,23,32661,11194,20524,2952,10.4471,23492.04,INLAND
-71.1854,42.2956,13,34278,15062,20513,8043,14.2446,105677.87,NEAR BAY
-70.8279,42.3937,25,14238,4830,31977,7504,6.1508,387166.82,NEAR OCEAN
-70.9216,42.2765,39,3504,1251,5003,526,8.0018,227965.75,NEAR OCEAN
-71.0764,42.2808,20,33717,13519,25654,5821,1.3655,298333.82,INLAND
-70.9485,42.3318,38,18939,6983,2781,485,10.8759,499815.61,RIVER
-71.1552,42.2818,51,16809,6926,35517,5731,8.2778,185929.06,ISLAND
-70.9004,42.357,30,16111,7826,32725,1074,12.4757,365010.88,NEAR BAY
-71.0996,42.2887,9,35570,17349,30790,4815,13.2629,479106.92,NEAR OCEAN
-70.9455,42.3402,46,639,209,17207,2447,8.0667,110833.58,ISLAND
-70.925,42.3074,47,13299,5094,28052,3157,5.8333,398202.59,NEAR BAY
-70.8666,42.2532,18,26668,12995,13333,5623,7.5415,384059.31,NEAR BAY
-71.1855,42.3382,2,19746,7515,27020,3301,11.1747,199446.88,NEAR BAY
-70.9759,42.3234,33,19310,8484,20396,6754,14.2909,248110.01,NEAR BAY
-70.8703,42.3384,7,1423,480,16115,1378,10.287,37005.51,INLAND
-71.1308,42.2865,43,27062,13227,25935,927,9.3112,264552.66,NEAR BAY
-70.9395,42.3445,14,26555,11553,12517,2681,9.1171,468752.14,NEAR BAY
-70.8311,42.2685,29,11445,4172,1224,325,12.3178,474091.52,NEAR BAY
-71.1663,42.2411,29,9994,4058,16296,4285,3.1358,200083.03,ISLAND
-70.977,42.3069,9,9224,3313,7565,1979,7.68,390723.82,NEAR BAY
-71.1226,42.2918,15,31769,10551,7784,3224,7.432,106216.77,NEAR OCEAN
-70.8981,42.3613,18,36458,18034,19571,8575,6.4934,164002.32,NEAR BAY
-71.1757,42.3907,35,17978,5826,19374,4569,9.5691,230091.06,NEAR OCEAN
-71.0477,42.3755,22,25943,11552,25190,10617,12.1051,53548.63,NEAR OCEAN
-70.8124,42.3168,25,6201,2783,254,80,5.4641,306349.7,ISLAND
-70.9292,42.3544,44,9605,3502,29878,6518,7.3702,63528.34,RIVER
-71.1326,42.291,41,37337,18319,4362,2056,1.2576,235628.49,INLAND
-70.8598,42.2741,12,17386,7638,33602,7898,7.3829,52758.05,INLAND
-71.1289,42.3424,12,16796,7009,27264,10135,7.1119,62425.3,NEAR OCEAN
-70.8213,42.37,51,16957,8251,16539,7565,14.085,23771.29,NEAR BAY
-70.8229,42.3081,19,34689,12915,27988,7102,14.9793,374778.26,NEAR BAY
-71.0055,42.387,25,16087,5537,1823,434,10.3547,216226.72,RIVER
-71.071,42.2988,27,30157,11765,17375,8,10.8257,262609.0,INLAND
-71.1191,42.2344,11,19643,8135,32535,683,6.7907,159819.44,ISLAND
-70.9715,42.3168,50,35227,12334,34027,2231,5.071,289803.49,INLAND
-71.1004,42.3412,39,10811,5194,15654,7222,9.7742,443596.65,RIVER
